,unitary
0,"Operator([[ 0.88064867-0.19898603j,  0.20606706-0.37735771j],
          [-0.34829492-0.25209744j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.88064867-0.19898603j, -0.04077539+0.42801851j],
          [ 0.22084333+0.36890473j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j,  0.31092368-0.29696623j],
          [-0.40839986-0.13443225j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.88064867-0.19898603j, -0.41292295-0.11982117j],
          [ 0.32128948-0.28571935j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.88064867-0.19898603j, -0.42430702-0.0694696j ],
          [ 0.35321656-0.24515411j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j,  0.06802319-0.42454131j],
          [-0.24394895-0.35404997j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j,  0.05464786-0.42646933j],
          [-0.232702  -0.3615415j ,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.88064867-0.19898603j,  0.14658363-0.40419762j],
          [-0.30613032-0.30190512j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j,  0.4118864 +0.12333722j],
          [-0.31884187+0.28844815j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j,  0.17449624-0.39295488j],
          [-0.32649732-0.27975342j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
