,unitary
0,"Operator([[ 0.96939523-0.10815603j,  0.18927589-0.11291503j],
          [-0.20950783-0.06842248j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j,  0.21932175-0.02175168j],
          [-0.21872267+0.02712121j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j, -0.08952085+0.20139807j],
          [ 0.13170722+0.17671551j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j,  0.21882587+0.02627552j],
          [-0.2076539 +0.07385813j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j,  0.17809596-0.12983448j],
          [-0.20233183-0.08738992j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j, -0.21663823-0.04053447j],
          [ 0.20237741-0.0872843j ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j,  0.22039029+0.00181254j],
          [-0.21457143+0.05034149j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j,  0.21636237+0.04198204j],
          [-0.20178929+0.08863548j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j,  0.14462148+0.16631233j],
          [-0.10441039+0.19409698j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j, -0.1776038 -0.13050691j],
          [ 0.14447311-0.16644124j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
