unitary
"Operator([[ 0.85030065-0.2171174j , -0.25846689+0.40378672j],
          [ 0.4204117 +0.23044055j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.38995747-0.27889428j],
          [-0.47592891-0.05779719j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.24926065-0.40953385j],
          [ 0.02240581-0.47890169j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.43683899+0.19753619j],
          [ 0.47806617-0.03607746j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.47401208+0.07184287j],
          [ 0.45042804-0.16420544j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
