,unitary
0,"Operator([[ 0.9027011 -0.18298657j, -0.03307631+0.38801109j],
          [ 0.18156393+0.34450135j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9027011 -0.18298657j, -0.2428498 -0.3044185j ],
          [ 0.10513333-0.37495817j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.9027011 -0.18298657j, 0.02360638+0.38870218j],
          [0.12962485+0.36721117j, 0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9027011 -0.18298657j,  0.32456235+0.21518812j],
          [-0.21514352+0.32459191j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9027011 -0.18298657j, -0.37367833-0.10959539j],
          [ 0.30150208-0.24646124j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9027011 -0.18298657j, -0.09887833-0.37665597j],
          [-0.05560377-0.38542816j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9027011 -0.18298657j, -0.35736426-0.15471726j],
          [ 0.26890454-0.28166823j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9027011 -0.18298657j,  0.17214534-0.34930306j],
          [-0.29458138-0.25469287j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9027011 -0.18298657j, -0.31625228+0.22722487j],
          [ 0.37977317+0.08613353j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9027011 -0.18298657j,  0.1528992 -0.35814589j],
          [-0.28029807-0.27033246j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
