,unitary
0,"Operator([[ 0.88064867-0.19898603j, -0.10373697-0.41725426j],
          [-0.08574223-0.42132024j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.88064867-0.19898603j, -0.31239789-0.29541502j],
          [ 0.15503277-0.40103281j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j,  0.29705156-0.31084216j],
          [-0.40184146-0.15292453j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.88064867-0.19898603j,  0.25119125-0.34894904j],
          [-0.3768208 -0.20704725j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.88064867-0.19898603j,  0.13260417-0.40899708j],
          [-0.29557253-0.31224887j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j,  0.05616987-0.42627153j],
          [-0.2339911 -0.36070852j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j,  0.10945013-0.41579219j],
          [-0.27758951-0.32833906j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.88064867-0.19898603j,  0.31845715-0.28887285j],
          [-0.41172165-0.12388608j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j,  0.29388389+0.3138387j ],
          [-0.13039603+0.40970642j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j, -0.3695551 -0.21975328j],
          [ 0.23916837-0.35729674j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
