,unitary
0,"Operator([[ 0.96939523-0.10815603j, -0.1892644 -0.11293428j],
          [ 0.15971995-0.15187068j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j, -0.19323513-0.10599694j],
          [ 0.165122  -0.14597907j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j, -0.07163533-0.20843115j],
          [ 0.02393607-0.21909411j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j,  0.05193522-0.21419127j],
          [-0.09786541-0.19747791j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j,  0.06409209+0.21087288j],
          [-0.01604016+0.21981328j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j, -0.02789329-0.21862555j],
          [-0.02097718-0.21939718j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j, -0.0210996 -0.21938544j],
          [-0.0277713 -0.21864108j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j,  0.06498719+0.21059874j],
          [-0.01697367+0.21974317j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j,  0.05142978+0.21431319j],
          [-0.00293098+0.22037825j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j, -0.14377901+0.1670412j ],
          [ 0.177059  +0.1312451j ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
