,unitary
0,"Operator([[ 0.96939523-0.10815603j, -0.17696375-0.1313735j ],
          [ 0.14365781-0.16714544j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j, -0.04963097-0.21473689j],
          [ 0.00108302-0.22039508j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j,  0.04386764-0.21598795j],
          [-0.0903922 -0.2010085j ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j,  0.15201241-0.15958506j],
          [-0.18344663-0.12215769j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j, -0.02813522+0.21859454j],
          [ 0.07562112+0.20701838j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j, -0.11710838-0.18671045j],
          [ 0.07307813-0.20792968j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j, -0.04668845-0.21539581j],
          [-0.00193236-0.22038927j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j,  0.18758295-0.11570567j],
          [-0.20847157-0.07151761j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j,  0.04731439-0.21525918j],
          [-0.09359357-0.19953799j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j,  0.1771706 -0.13109441j],
          [-0.2017069 -0.08882281j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
