,unitary
0,"Operator([[ 0.95240675-0.13313589j, -0.04688839-0.27018086j],
          [-0.02899778-0.27268177j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j,  0.19169412-0.19608565j],
          [-0.23811641-0.13600292j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j,  0.18640419-0.2011211j ],
          [-0.23441008-0.14229594j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j,  0.19503777-0.19276018j],
          [-0.24041998-0.13188803j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.95240675-0.13313589j, 0.03796368+0.27157868j],
          [0.03796368+0.27157868j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.95240675-0.13313589j, -0.15972879-0.22289668j],
          [ 0.09248337-0.25815314j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j, -0.21615628-0.1687385j ],
          [ 0.16159905-0.2215445j ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j,  0.21491831-0.17031247j],
          [-0.25338286-0.10484916j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j, -0.23188535-0.14637419j],
          [ 0.18285791-0.20435069j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j,  0.25674368+0.09632706j],
          [-0.22048724+0.16303864j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
