,unitary
0,"Operator([[ 0.96939523-0.10815603j,  0.06418109+0.2108458j ],
          [-0.01613294+0.21980649j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j,  0.20895194+0.07010173j],
          [-0.18836356+0.11443047j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j, -0.19718679+0.09845067j],
          [ 0.21403629+0.05257025j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j, -0.20861191-0.07110721j],
          [ 0.18781029-0.11533629j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j,  0.06591445+0.21031037j],
          [-0.01794169+0.21966625j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j, -0.03121669-0.21817581j],
          [-0.01763638-0.21969097j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j, -0.11416567-0.18852417j],
          [ 0.06980805-0.20905024j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j,  0.11734576+0.18656135j],
          [-0.07334254+0.20783656j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j, -0.21318736+0.05591347j],
          [ 0.2202683 +0.00755255j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j,  0.08139043+0.20481886j],
          [-0.03424743+0.21772064j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
