,unitary
0,"Operator([[ 0.96939523-0.10815603j,  0.15027764+0.16121971j],
          [-0.11104987+0.19037619j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j,  0.09787247+0.19747442j],
          [-0.05194287+0.21418941j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j, -0.04948689+0.21477014j],
          [ 0.09560487+0.19858216j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j,  0.05302981+0.21392289j],
          [-0.00457769+0.2203502j ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.96939523-0.10815603j, 0.03055893+0.21826891j],
          [0.01829849+0.21963682j, 0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j, -0.04061468+0.21662321j],
          [ 0.08735923+0.20234508j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j,  0.05976649+0.21213942j],
          [-0.01154179+0.22009533j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j,  0.1104567 +0.19072096j],
          [-0.06570611+0.21037555j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j,  0.16929723+0.1411156j ],
          [-0.13403267+0.17495831j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j,  0.07769375-0.20624948j],
          [-0.12124019-0.18405429j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
