,unitary
0,"Operator([[ 0.90789321-0.17879381j,  0.25134355-0.28388221j],
          [-0.34021288-0.16738544j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j, -0.10585886+0.36408322j],
          [ 0.23600045+0.29675996j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j,  0.36903775+0.08702774j],
          [-0.30848456+0.220454j  ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j, -0.28465555+0.25046737j],
          [ 0.35836792+0.12383506j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j,  0.31078818+0.21719437j],
          [-0.20523039+0.31881527j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j,  0.25815636+0.27770124j],
          [-0.13358672+0.35484824j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j, -0.07045958+0.37255622j],
          [ 0.20645703+0.3180223j ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j,  0.35157727+0.14197221j],
          [-0.27149507+0.26467549j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j, -0.07163781-0.37233146j],
          [-0.0748847 -0.37169203j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j,  0.22252892+0.30699115j],
          [-0.08951398+0.36844258j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
