unitary
"Operator([[0.96135264-0.1207989j , 0.04442981+0.24338182j],
          [0.01716504+0.24680778j, 0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.05169906-0.24194199j],
          [-0.00976555-0.24721115j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.11519204-0.21895094j],
          [ 0.05744167-0.24064325j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.23145595-0.08738914j],
          [ 0.20264013-0.14193554j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.96135264-0.1207989j , 0.05271401+0.24172288j],
          [0.00872794+0.24724996j, 0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.24416308-0.0399138j ],
          [ 0.2266978 -0.09907989j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.24682529-0.01691141j],
          [ 0.23496814-0.07745123j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.24529382-0.03224379j],
          [-0.24564547+0.02944526j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
