unitary
"Operator([[ 0.85030065-0.2171174j , -0.46156163-0.12965228j],
          [ 0.34289982-0.33506501j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.20855866-0.43168523j],
          [-0.38998836-0.27885108j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.1235903 -0.46322164j],
          [-0.11361959-0.46576758j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.37611097-0.29730352j],
          [ 0.18753353-0.44122559j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.47102731+0.08934272j],
          [ 0.45619854-0.1474169j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
