,unitary
0,"Operator([[ 0.88064867-0.19898603j, -0.23496142-0.36007722j],
          [ 0.05731735-0.42611876j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.88064867-0.19898603j,  0.39925651-0.1595516j ],
          [-0.42906883+0.02761177j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j,  0.31121258+0.29666345j],
          [-0.15342584+0.40165033j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.88064867-0.19898603j, 0.14350905+0.40529943j],
          [0.04469397+0.42762708j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.88064867-0.19898603j, -0.40176627+0.15312196j],
          [ 0.42857031-0.03449585j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j, -0.30006474+0.30793445j],
          [ 0.40331173+0.14900377j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j, -0.31346239-0.29428524j],
          [ 0.1564796 -0.40047048j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.88064867-0.19898603j, -0.42122681-0.08620006j],
          [ 0.34324222-0.25893485j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j, -0.30046022-0.30754858j],
          [ 0.13903794-0.40685492j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j, -0.22817105+0.36441796j],
          [ 0.36268798+0.23091104j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
