,unitary
0,"Operator([[ 0.90789321-0.17879381j, -0.37609518+0.04811555j],
          [ 0.36625601-0.09807763j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j, -0.20351129-0.31991537j],
          [ 0.06701602-0.37319102j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j, -0.33946817+0.16889065j],
          [ 0.37815705+0.02756682j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j,  0.35465018+0.13411167j],
          [-0.27731892+0.25856702j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j, -0.22689241-0.30378039j],
          [ 0.09476904-0.36712602j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j, -0.02540454-0.37830847j],
          [-0.11993202-0.35969292j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j, -0.37621533+0.04716688j],
          [ 0.36600749-0.09900102j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j,  0.37783373+0.03169159j],
          [-0.33760504+0.17258484j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j, -0.18174269+0.3327646j ],
          [ 0.29434333+0.23900773j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j, -0.29513402-0.23803067j],
          [ 0.1828448 -0.3321603j ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
