unitary
"Operator([[ 0.85030065-0.2171174j , -0.42770203-0.21660983j],
          [ 0.27149556-0.39514429j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.38479562-0.28597408j],
          [ 0.20058665-0.43544672j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.41828458+0.23427943j],
          [ 0.4793988 +0.00506323j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.26319518-0.40072078j],
          [ 0.03885972-0.47784806j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.0793643 -0.47281091j],
          [-0.29632635-0.37688134j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.34133688+0.33665707j],
          [ 0.46095329+0.13179876j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.3636334 +0.31244135j],
          [-0.16932596+0.44852822j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
