,unitary
0,"Operator([[ 0.92502524-0.16355243j, -0.15793892-0.30435868j],
          [ 0.04399959-0.34006315j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.92502524-0.16355243j,  0.2270497 -0.25695785j],
          [-0.30139458-0.16352435j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.92502524-0.16355243j,  0.23408987+0.25056105j],
          [-0.1339808 +0.31563912j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.92502524-0.16355243j, 0.10085151+0.32773141j],
          [0.01764123+0.34244371j, 0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.92502524-0.16355243j, -0.3428131 -0.00762153j],
          [ 0.31941586-0.12470932j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.92502524-0.16355243j, -0.26515854+0.21741632j],
          [ 0.32363427+0.11331268j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.92502524-0.16355243j, -0.20929483-0.27161476j],
          [ 0.10346975-0.32691424j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.92502524-0.16355243j, -0.34092891-0.03669314j],
          [ 0.30767732-0.15137231j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.92502524-0.16355243j, -0.25923476-0.22444653j],
          [ 0.16655583-0.29972998j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.92502524-0.16355243j, -0.21718001+0.26535212j],
          [ 0.29500164+0.17479399j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
