,unitary
0,"Operator([[ 0.92502524-0.16355243j,  0.19849374-0.27960533j],
          [-0.28233566-0.19459055j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.92502524-0.16355243j,  0.31369826-0.13846411j],
          [-0.34215862-0.02250296j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.92502524-0.16355243j, -0.08017007+0.33339416j],
          [ 0.1896297 +0.28569124j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.92502524-0.16355243j, 0.06405929+0.33686097j],
          [0.05533334+0.33840379j, 0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.92502524-0.16355243j, -0.28769216+0.18658009j],
          [ 0.33422806+0.07661924j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.92502524-0.16355243j, -0.34281374-0.00759233j],
          [ 0.31942648-0.12468211j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.92502524-0.16355243j,  0.34268227-0.01215586j],
          [-0.3260746 +0.10608611j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[0.92502524-0.16355243j, 0.0597013 +0.33766057j],
          [0.0597013 +0.33766057j, 0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.92502524-0.16355243j,  0.10153788-0.32751941j],
          [-0.2076876 -0.27284568j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.92502524-0.16355243j, -0.34289319-0.00177959j],
          [ 0.32149429-0.11924902j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
