unitary
"Operator([[ 0.96135264-0.1207989j , -0.09019085-0.23037866j],
          [ 0.03039044-0.24553032j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.13102027-0.20986283j],
          [-0.17886806-0.17092377j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.16493367-0.18440608j],
          [-0.20542908-0.1378681j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.23221739-0.08534519j],
          [-0.24611305-0.02524052j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.05286468-0.24168998j],
          [-0.00857382-0.24725535j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.17215457-0.17768378j],
          [-0.21076237-0.1295683j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
