,unitary
0,"Operator([[ 0.98599146-0.07408833j, -0.14876072-0.01421279j],
          [ 0.14496637-0.03628372j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.98599146-0.07408833j, -0.14681022-0.02790186j],
          [ 0.1409921 -0.0495276j ,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.98599146-0.07408833j, -0.07374197-0.12997645j],
          [ 0.05349049-0.13953682j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.98599146-0.07408833j,  0.07179495-0.13106197j],
          [-0.09057443-0.11886138j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.98599146-0.07408833j,  0.02353942+0.14757253j],
          [-0.00122213+0.14943313j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.98599146-0.07408833j, -0.01492562-0.14869089j],
          [-0.00746207-0.14925171j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 9.85991463e-01-0.07408833j, -2.22442405e-02-0.1477733j ],
          [-8.85048791e-05-0.14943811j,  9.85991463e-01-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.98599146-0.07408833j,  0.03091733+0.14620491j],
          [-0.00872157+0.14918341j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 9.85991463e-01-0.07408833j,  2.26444152e-02+0.14771251j],
          [-3.16260997e-04+0.1494378j ,  9.85991463e-01-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.98599146-0.07408833j, -0.078138  +0.12738214j],
          [ 0.09629634+0.11427497j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
