unitary
"Operator([[ 0.79938141-0.2399973j , -0.01596204+0.55057776j],
          [ 0.31658566+0.45073738j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.79938141-0.2399973j ,  0.16465251-0.52562364j],
          [-0.42694241-0.34800982j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.79938141-0.2399973j , -0.47650103+0.27629229j],
          [ 0.54988696-0.03185892j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.79938141-0.2399973j , -0.26555304-0.48256838j],
          [-0.04416419-0.54903569j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.79938141-0.2399973j , -0.1342942 -0.53418698j],
          [-0.18214891-0.51981962j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.79938141-0.2399973j , -0.38763664-0.39131637j],
          [ 0.10799304-0.54011866j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
