unitary
"Operator([[ 0.97517033-0.0978434j , -0.09444323-0.17478553j],
          [ 0.05783613-0.19006442j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.97517033-0.0978434j , 0.01983384+0.19767681j],
          [0.01983384+0.19767681j, 0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.18964973+0.05918178j],
          [ 0.19762697+0.0203245j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.17253252-0.09849889j],
          [-0.18866207-0.06225855j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.16990915-0.10295816j],
          [-0.18697691-0.06715011j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.97517033-0.0978434j , 0.0012654 +0.1986653j ],
          [0.03822853+0.19495662j, 0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.12372755+0.15543808j],
          [-0.09038046+0.17692053j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.14059914+0.14036163j],
          [ 0.16568206+0.109631j  ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.19040359+0.05670956j],
          [ 0.19787465+0.01775179j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.05310247-0.19144093j],
          [ 0.01401051-0.19817469j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
