,unitary
0,"Operator([[ 0.9318629 -0.1567647j ,  0.27908047-0.17079363j],
          [-0.31960179-0.07007897j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9318629 -0.1567647j ,  0.32565103+0.0317455j ],
          [-0.29733924+0.13654942j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j , -0.22142313+0.24089036j],
          [ 0.28805337+0.15518255j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j ,  0.10906105+0.30848348j],
          [-0.00212384+0.3271878j ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9318629 -0.1567647j , -0.25604525-0.20370862j],
          [ 0.17529935-0.27627252j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j , -0.19688637-0.26132762j],
          [ 0.10054413-0.31136353j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9318629 -0.1567647j ,  0.31647021-0.08308416j],
          [-0.32623542+0.02503642j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[0.9318629 -0.1567647j , 0.07403982+0.31870751j],
          [0.03431497+0.32539031j, 0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j ,  0.32578283+0.03036307j],
          [-0.29791611+0.13528621j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j , -0.32719395+0.00070069j],
          [ 0.30941345-0.106394j  ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
