,unitary
0,"Operator([[ 0.88064867-0.19898603j,  0.3365728 -0.26754668j],
          [-0.41890804-0.09684282j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.88064867-0.19898603j, 0.09089724+0.42023822j],
          [0.09861755+0.41849379j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j, -0.41586852-0.10915973j],
          [ 0.32853284-0.27736014j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.88064867-0.19898603j,  0.41779275+0.10154649j],
          [-0.33354349+0.27131387j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.88064867-0.19898603j, 0.09476141+0.41938377j],
          [0.09476141+0.41938377j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j, -0.20456346+0.37817491j],
          [ 0.34728876+0.25348173j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[0.88064867-0.19898603j, 0.09476141+0.41938377j],
          [0.09476141+0.41938377j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.88064867-0.19898603j, -0.18352936+0.38881802j],
          [ 0.3328742 +0.2721346j ,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j, -0.17378705+0.39326904j],
          [ 0.32599211+0.28034197j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j, -0.42848803-0.03550332j],
          [ 0.37159539-0.21628532j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
