,unitary
0,"Operator([[ 0.90789321-0.17879381j,  0.15119134+0.34771233j],
          [-0.00806324+0.37907476j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j,  0.31519204-0.21075261j],
          [-0.37156601-0.07550754j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j, -0.3786966 -0.01875025j],
          [ 0.34331032-0.16093698j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j, -0.33089086-0.18513218j],
          [ 0.23598874-0.29676928j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j,  0.18029946+0.33354878j],
          [-0.04036814+0.37700544j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j, -0.19603266-0.32455182j],
          [ 0.05833785-0.37464568j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j, -0.17803721-0.33476177j],
          [ 0.03781489-0.37727009j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j,  0.32704194+0.19184957j],
          [-0.22988024+0.30152573j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j, -0.36584582-0.09959681j],
          [ 0.30076527-0.23087429j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j,  0.21628179+0.31142395j],
          [-0.08205256+0.37017572j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
