,unitary
0,"Operator([[ 0.9027011 -0.18298657j, -0.11460012-0.37217396j],
          [-0.03937767-0.38742231j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.9027011 -0.18298657j, 0.07736548+0.3816559j ],
          [0.07736548+0.3816559j , 0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.9027011 -0.18298657j, 0.07736548+0.3816559j ],
          [0.07736548+0.3816559j , 0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9027011 -0.18298657j, -0.22982912+0.31436479j],
          [ 0.33410605+0.20004947j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.9027011 -0.18298657j, 0.07736548+0.3816559j ],
          [0.07736548+0.3816559j , 0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9027011 -0.18298657j,  0.3721698 -0.11461365j],
          [-0.38742374+0.03936359j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9027011 -0.18298657j, -0.36098152+0.1460787j ],
          [ 0.38937172-0.00602543j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9027011 -0.18298657j,  0.37678441-0.09838779j],
          [-0.38535543+0.05610561j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9027011 -0.18298657j, -0.37492554-0.10524964j],
          [ 0.30434315-0.24294422j,  0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[0.9027011 -0.18298657j, 0.07736548+0.3816559j ],
          [0.07736548+0.3816559j , 0.9027011 -0.18298657j]],
         input_dims=(2,), output_dims=(2,))"
