,unitary
0,"Operator([[ 0.9827211 -0.08208352j,  0.0203625 -0.16464172j],
          [-0.04739376-0.15898226j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j, -0.057107  -0.15575724j],
          [ 0.03047615-0.16307278j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j, -0.16588373+0.0020288j ],
          [ 0.16392168-0.02551878j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.9827211 -0.08208352j, 0.01487774+0.16522766j],
          [0.01273904+0.1654063j , 0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j, -0.15731577+0.0526619j ],
          [ 0.16387229+0.0258341j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j, -0.13428308-0.09741448j],
          [ 0.11626166-0.11834168j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j,  0.15824168+0.04981062j],
          [-0.14778557+0.07537208j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[0.9827211 -0.08208352j, 0.01380868+0.16532044j],
          [0.01380868+0.16532044j, 0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j, -0.07591286-0.14750852j],
          [ 0.05038986-0.15805818j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j, -0.15296678-0.06420817j],
          [ 0.14019527-0.08869505j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
