unitary
"Operator([[ 0.97517033-0.0978434j , -0.04285349-0.19399248j],
          [ 0.00345892-0.19863922j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.11141702-0.16448632j],
          [-0.14187449-0.1390724j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.04357092+0.1938326j ],
          [ 0.08121099+0.18131265j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.00129857-0.19866509j],
          [-0.04074134-0.19444703j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.19866701+0.00096044j],
          [-0.19451609+0.04041033j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.18612387-0.06947954j],
          [-0.19621724-0.03111747j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.08621259-0.17898853j],
          [-0.12005361-0.15829287j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.13114956-0.149229j  ],
          [-0.15818253-0.12019896j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.18916847-0.06070251j],
          [-0.19745742-0.02191053j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.17733541-0.08956369j],
          [-0.19159407-0.05254727j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
