,unitary
0,"Operator([[ 0.88064867-0.19898603j,  0.24035238-0.35650135j],
          [-0.37028209-0.21852609j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.88064867-0.19898603j,  0.42771638-0.04383115j],
          [-0.40500908+0.14432644j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j, -0.38070462+0.19981608j],
          [ 0.42963124+0.0167175j ,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.88064867-0.19898603j, 0.16027774+0.39896556j],
          [0.02683108+0.42911836j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.88064867-0.19898603j, -0.41884038+0.09713502j],
          [ 0.41991372-0.09238477j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j, -0.36189167-0.23215705j],
          [ 0.22691637-0.36520054j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j,  0.42259954+0.0791966j ],
          [-0.34749278+0.25320199j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[0.88064867-0.19898603j, 0.09476141+0.41938377j],
          [0.09476141+0.41938377j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j, -0.25931314-0.34295651j],
          [ 0.08666445-0.42113151j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j, -0.35603914-0.24103652j],
          [ 0.21781464-0.37070104j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
