,unitary
0,"Operator([[ 0.85030065-0.2171174j , -0.25104287-0.40844378j],
          [ 0.02449247-0.47879951j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.85030065-0.2171174j , 0.10810806+0.46707761j],
          [0.12905519+0.46172893j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.85030065-0.2171174j ,  0.37437121+0.29949131j],
          [-0.18495787+0.44231147j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.85030065-0.2171174j , -0.32384185+0.35351846j],
          [ 0.45368374+0.15498358j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.85030065-0.2171174j ,  0.26437343-0.39994442j],
          [-0.42375308-0.22423687j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.85030065-0.2171174j , -0.30949252-0.36614645j],
          [ 0.09606528-0.46970236j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.85030065-0.2171174j , -0.46475037+0.11771125j],
          [ 0.4642906 -0.11951185j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.85030065-0.2171174j , -0.08309564-0.47216942j],
          [-0.1534468 -0.45420582j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.85030065-0.2171174j , -0.1504078 -0.4552212j ],
          [-0.08624941-0.47160353j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.85030065-0.2171174j ,  0.36639798+0.30919471j],
          [-0.17330863+0.44700443j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
