,unitary
0,"Operator([[ 0.998072  -0.02773136j, -0.05011569-0.02390949j],
          [ 0.04871075-0.02665538j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.998072  -0.02773136j, -0.05006545-0.0240145j ],
          [ 0.04865476-0.02675744j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.998072  -0.02773136j, -0.05001487-0.02411967j],
          [ 0.04859842-0.02685963j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.998072  -0.02773136j, -0.04996391-0.02422507j],
          [ 0.04854168-0.02696204j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.998072  -0.02773136j, -0.04991252-0.02433076j],
          [ 0.0484845 -0.02706471j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.998072  -0.02773136j, -0.04986075-0.02443668j],
          [ 0.04842693-0.02716759j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.998072  -0.02773136j, -0.04980867-0.02454266j],
          [ 0.04836904-0.02727052j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.998072  -0.02773136j, -0.04975607-0.02464912j],
          [ 0.04831062-0.02737389j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[0.998072  -0.02773136j, 0.00154222+0.05550556j],
          [0.00154222+0.05550556j, 0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.998072  -0.02773136j, -0.04986669-0.02442455j],
          [ 0.04843354-0.02715582j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
