,unitary
0,"Operator([[ 0.90789321-0.17879381j, -0.11630762-0.36088118j],
          [-0.02920885-0.37803377j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j,  0.25308747-0.28232857j],
          [-0.3412375 -0.16528658j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j,  0.30247696+0.22862716j],
          [-0.19320489+0.3262431j ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.90789321-0.17879381j, 0.11451081+0.36145534j],
          [0.03108919+0.37788378j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j, -0.37197256-0.0734786j ],
          [ 0.31633753-0.20902932j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j, -0.25883216+0.27707147j],
          [ 0.34455996+0.15824387j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j, -0.2571816 -0.27860422j],
          [ 0.13234237-0.35531421j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j, -0.37488275+0.05679445j],
          [ 0.36842481-0.08958707j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j, -0.34182344-0.1640714j ],
          [ 0.2540904 -0.28142629j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j, -0.1390792 +0.35273172j],
          [ 0.26243622+0.27366023j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
