,unitary
0,"Operator([[ 0.94460909-0.1427637j , -0.02275144+0.29464311j],
          [ 0.10880827+0.27475981j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.94460909-0.1427637j , -0.11682194-0.27144949j],
          [ 0.03138545-0.29384885j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.94460909-0.1427637j , 0.04416199+0.29220183j],
          [0.04416199+0.29220183j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.94460909-0.1427637j ,  0.21570372+0.20200025j],
          [-0.14637448+0.25672301j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.94460909-0.1427637j , -0.24946267-0.15843159j],
          [ 0.19150106-0.22507674j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.94460909-0.1427637j ,  0.04374359-0.29226476j],
          [-0.12815999-0.26628408j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.94460909-0.1427637j , -0.2902641 +0.05548824j],
          [ 0.29369778-0.03276897j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.94460909-0.1427637j ,  0.27874085-0.09816175j],
          [-0.29530009-0.01140395j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.94460909-0.1427637j , -0.22151654+0.19560832j],
          [ 0.26942904+0.12140915j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.94460909-0.1427637j , -0.10463616-0.27637559j],
          [ 0.01828817-0.29495379j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
