,unitary
0,"Operator([[0.99230021-0.05518458j, 0.00324213+0.11083522j],
          [0.00906757+0.11051125j, 0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.99230021-0.05518458j,  0.02550165-0.10791025j],
          [-0.03730977-0.10441714j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.99230021-0.05518458j, 0.00319528+0.11083658j],
          [0.00911427+0.11050741j, 0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.99230021-0.05518458j,  0.09537956-0.05654818j],
          [-0.10106161-0.04562354j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99230021-0.05518458j,  0.04528668-0.10121301j],
          [-0.05623019-0.09556737j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99230021-0.05518458j,  0.09484283-0.05744384j],
          [-0.10062751-0.04657319j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99230021-0.05518458j, -0.10797797+0.02521341j],
          [ 0.11010785+0.01308505j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99230021-0.05518458j,  0.10957602-0.0169721j ],
          [-0.11078224-0.00471737j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[0.99230021-0.05518458j, 0.00274116+0.11084874j],
          [0.00956694+0.11046914j, 0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99230021-0.05518458j,  0.09052481-0.06403293j],
          [-0.09706673-0.05360045j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
