unitary
"Operator([[ 0.85030065-0.2171174j , -0.47942424+0.00111568j],
          [ 0.42126924-0.22886913j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.37625236+0.29712456j],
          [ 0.47264162+0.08036634j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.04345864-0.47745177j],
          [-0.26704111-0.39816817j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.28713075-0.3839333j ],
          [-0.43604837-0.19927536j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.3711827 +0.3034341j ],
          [-0.18026941+0.44424294j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
