unitary
"Operator([[ 0.85030065-0.2171174j , -0.28375238-0.38643685j],
          [ 0.06374844-0.47516837j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.12027302+0.46409401j],
          [ 0.32804802+0.34961885j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.47857461+0.02855156j],
          [ 0.43367708-0.20438453j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.41336863-0.24284814j],
          [-0.47919271-0.01493981j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.35481202-0.32242406j],
          [-0.46595517-0.11284779j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.15572896+0.45342843j],
          [ 0.35405019+0.32326044j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.85030065-0.2171174j , 0.211316  +0.43034219j],
          [0.0208698 +0.47897108j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
