,unitary
0,"Operator([[ 0.99376067-0.04972948j, -0.08497938-0.05239481j],
          [ 0.07932408-0.06061684j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.99376067-0.04972948j, -0.0789389 -0.0611176j ],
          [ 0.07244295-0.06869301j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.99376067-0.04972948j, -0.07982045-0.05996171j],
          [ 0.0734355 -0.0676309j ,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.99376067-0.04972948j, -0.08036825-0.05922546j],
          [ 0.07405407-0.06695302j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99376067-0.04972948j, -0.07891168-0.06115274j],
          [ 0.07241237-0.06872525j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99376067-0.04972948j, -0.07638821-0.06427716j],
          [ 0.06958958-0.07158213j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99376067-0.04972948j, -0.07639982-0.06426335j],
          [ 0.06960251-0.07156956j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99376067-0.04972948j, -0.07392228-0.06709849j],
          [ 0.06685431-0.07414319j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[0.99376067-0.04972948j, 0.00498959+0.09970865j],
          [0.00498959+0.09970865j, 0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99376067-0.04972948j, -0.07592021-0.06482926j],
          [ 0.0690688 -0.07208476j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
