,unitary
0,"Operator([[ 0.90789321-0.17879381j,  0.23915847+0.29422086j],
          [-0.1097438 +0.3629311j ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j,  0.25133747+0.28388759j],
          [-0.12493137+0.35798721j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j, -0.08102764+0.37040142j],
          [ 0.21541897+0.3120214j ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j, -0.1175811 -0.36046827j],
          [-0.0278739 -0.37813454j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j,  0.20349657+0.31992473j],
          [-0.06699885+0.37319411j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j,  0.37909595-0.00699619j],
          [-0.35344189+0.13726442j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j,  0.09607472-0.3667865j ],
          [-0.22797186-0.30297115j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j,  0.34584228+0.15542138j],
          [-0.26108891+0.27494594j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j, -0.27035866+0.26583619j],
          [ 0.35096582+0.14347712j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j,  0.35016624+0.14541765j],
          [-0.26888302+0.26732865j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
