,unitary
0,"Operator([[ 0.9318629 -0.1567647j ,  0.02365626-0.3263384j ],
          [-0.12913034-0.30063554j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9318629 -0.1567647j , -0.19583965+0.26211296j],
          [ 0.27082201+0.18360776j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j , -0.32706563-0.00918945j],
          [ 0.3060562 -0.11569777j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j ,  0.26491909-0.19202668j],
          [-0.31316725-0.09477682j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9318629 -0.1567647j ,  0.15066572-0.29044141j],
          [-0.23740351-0.2251576j ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j , -0.23933305+0.22310549j],
          [ 0.29915836+0.13251658j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9318629 -0.1567647j ,  0.27267213+0.18084877j],
          [-0.19849067+0.26011118j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j , -0.32342081+0.04955151j],
          [ 0.32183173-0.05899753j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j , -0.32684586+0.01510473j],
          [ 0.31379745-0.09266892j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j ,  0.16838634-0.2805395j ],
          [-0.25090888-0.21000263j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
