,unitary
0,"Operator([[ 0.95240675-0.13313589j,  0.26710926+0.06203921j],
          [-0.23985786+0.13290758j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j, -0.24132069+0.13023266j],
          [ 0.26778249+0.05906569j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j,  0.27300352+0.0257933j ],
          [-0.25546551+0.0996674j ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j, -0.13249628+0.24008531j],
          [ 0.19325334+0.19454913j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j, -0.16759536+0.21704381j],
          [ 0.22068856+0.16276603j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.95240675-0.13313589j,  0.05749322-0.2681245j ],
          [-0.12881426-0.24208078j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j, -0.23744993-0.13716323j],
          [ 0.190735  -0.19701873j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j,  0.13231876-0.24018319j],
          [-0.19310947-0.19469194j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j,  0.09647181+0.25668932j],
          [-0.02238461+0.27330413j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j, -0.27213171+0.03377208j],
          [ 0.27096109-0.04214627j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
