,unitary
0,"Operator([[ 0.97517033-0.0978434j , -0.04657678-0.19313235j],
          [ 0.00727887-0.19853594j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.97517033-0.0978434j , 0.01983384+0.19767681j],
          [0.01983384+0.19767681j, 0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.97517033-0.0978434j ,  0.19647107+0.02947238j],
          [-0.18669947+0.06791767j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.97517033-0.0978434j , -0.0073655 +0.19853275j],
          [ 0.04666105+0.19311201j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.97517033-0.0978434j ,  0.1427667 -0.13815633j],
          [-0.1673683 -0.10703904j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.97517033-0.0978434j ,  0.04195299-0.19418921j],
          [-0.07969617-0.18198358j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.97517033-0.0978434j , -0.07435187+0.18423165j],
          [ 0.10947096+0.16578785j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.97517033-0.0978434j ,  0.06860966-0.18644629j],
          [-0.10428319-0.16909914j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.97517033-0.0978434j , -0.10630533-0.16783528j],
          [ 0.07084258-0.18560935j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.97517033-0.0978434j ,  0.12380557+0.15537595j],
          [-0.09046926+0.17687514j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
