unitary
"Operator([[ 0.85030065-0.2171174j , -0.27485721-0.39281339j],
          [ 0.05288512-0.47649975j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.10360168+0.46809779j],
          [ 0.31533706+0.36112516j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.46455897-0.11846438j],
          [ 0.35089401-0.32668371j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.36140452-0.31501686j],
          [-0.46818943-0.10318674j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.30817016-0.36726013j],
          [-0.44651864-0.17455644j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.17245416+0.44733478j],
          [ 0.36580649+0.30989428j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
