,unitary
0,"Operator([[ 0.9318629 -0.1567647j ,  0.12528828-0.30225687j],
          [-0.21728887-0.24462607j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9318629 -0.1567647j ,  0.21575463-0.2459803j ],
          [-0.28436229-0.16184703j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j ,  0.22924065-0.23346326j],
          [-0.29301049-0.1456064j ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j ,  0.21100077-0.25007008j],
          [-0.28120825-0.16726712j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.9318629 -0.1567647j , 0.05428033+0.32266084j],
          [0.05428033+0.32266084j, 0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j ,  0.15390804-0.28873636j],
          [-0.23990948-0.22248553j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9318629 -0.1567647j ,  0.07862251-0.31760804j],
          [-0.17821456-0.27440106j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j ,  0.04233026-0.32444494j],
          [-0.14615693-0.29273626j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j , -0.12385243-0.30284806j],
          [ 0.01794493-0.32670223j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j ,  0.0583118 -0.32195668j],
          [-0.16044466-0.28515589j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
