,unitary
0,"Operator([[ 0.90789321-0.17879381j, -0.3043835 +0.22608267j],
          [ 0.36737708+0.09379109j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j, -0.33939911+0.16902939j],
          [ 0.37814576+0.02772139j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j, -0.04159498-0.37687205j],
          [-0.10440588-0.36450254j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j,  0.33317746-0.18098471j],
          [-0.37692166-0.04114302j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j,  0.22851687+0.30256029j],
          [-0.09673481+0.36661296j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j,  0.24430603-0.28996078j],
          [-0.3360056 -0.17567848j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j,  0.23148901-0.3002924j ],
          [-0.32806296-0.19009835j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j,  0.22982365+0.30156886j],
          [-0.09831993+0.36619104j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j,  0.20038642+0.32188192j],
          [-0.06337884+0.37382591j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[0.90789321-0.17879381j, 0.05846689+0.37462556j],
          [0.087942  +0.36882095j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
