,unitary
0,"Operator([[ 0.96135264-0.1207989j , -0.00895433+0.24724186j],
          [ 0.06984458+0.23734038j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96135264-0.1207989j , -0.1126528 -0.22026817j],
          [ 0.05465548-0.24129131j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.96135264-0.1207989j , 0.02496475+0.24614118j],
          [0.03670765+0.24466562j, 0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96135264-0.1207989j ,  0.09511026+0.22839167j],
          [-0.03564851+0.24482219j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96135264-0.1207989j , -0.2342632 -0.07955799j],
          [ 0.20729756-0.13504236j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96135264-0.1207989j ,  0.10833288-0.22242461j],
          [-0.1599938 -0.18870798j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96135264-0.1207989j , -0.19072531+0.15758355j],
          [ 0.22378291+0.10549847j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96135264-0.1207989j ,  0.22348378+0.10613067j],
          [-0.19027906+0.1581221j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96135264-0.1207989j , -0.17194998+0.17788177j],
          [ 0.21061312+0.12981075j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96135264-0.1207989j , -0.18082052-0.16885691j],
          [ 0.13342338-0.20834327j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
