unitary
"Operator([[ 0.96135264-0.1207989j , -0.00767374-0.24728492j],
          [-0.05374408-0.24149595j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.15152921+0.19556998j],
          [ 0.19520332+0.15200126j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.02691239-0.24593585j],
          [-0.08692125-0.23163207j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.21420877+0.12378741j],
          [ 0.23817503+0.06694307j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.23029208+0.0904117j ],
          [ 0.24550107+0.03062585j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
