,unitary
0,"Operator([[ 0.9827211 -0.08208352j, -0.16183783+0.03646977j],
          [ 0.16564547+0.00911615j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j, -0.16266381+0.03258852j],
          [ 0.16581612+0.00515165j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j, -0.05917483-0.15498344j],
          [ 0.03264371-0.16265274j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j,  0.14144576-0.08668693j],
          [-0.1538668 -0.06202043j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j,  0.03508924+0.16214275j],
          [-0.00770416+0.16571715j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j,  0.06120209-0.15419414j],
          [-0.08593423-0.14190431j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j,  0.04921171-0.15842896j],
          [-0.07481255-0.14806961j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j,  0.03039114+0.16308864j],
          [-0.00291424+0.16587053j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[0.9827211 -0.08208352j, 0.02251036+0.16436183j],
          [0.00506856+0.16581869j, 0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j, -0.03937509+0.16115561j],
          [ 0.06556457+0.15239034j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
