unitary
"Operator([[ 0.85030065-0.2171174j , -0.28054639+0.38877059j],
          [ 0.43258917+0.20667718j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.41717997-0.23624081j],
          [-0.47936974-0.00731409j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.44850761-0.16938054j],
          [ 0.3123971 -0.36367142j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.45429628+0.15317876j],
          [ 0.47212031-0.08337423j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.46515928-0.11608483j],
          [ 0.35256164-0.32488327j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.24887902+0.40976588j],
          [ 0.41486412+0.24028443j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
