,unitary
0,"Operator([[ 0.99376067-0.04972948j, -0.09048757-0.04217476j],
          [ 0.08582506-0.05099775j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.99376067-0.04972948j, -0.08378694-0.0542813j ],
          [ 0.07794927-0.06237486j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.99376067-0.04972948j, -0.07616394-0.06454274j],
          [ 0.06933992-0.071824j  ,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.99376067-0.04972948j, -0.06793507-0.0731542j ],
          [ 0.06029245-0.07957092j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99376067-0.04972948j, -0.05959664-0.08009339j],
          [ 0.05130291-0.085643j  ,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99376067-0.04972948j, -0.05134977-0.0856149j ],
          [ 0.04254601-0.09031361j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99376067-0.04972948j, -0.04301984-0.09008887j],
          [ 0.03381104-0.09393362j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99376067-0.04972948j, -0.03449326-0.09368525j],
          [ 0.02496802-0.09666079j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.99376067-0.04972948j, -0.02712759-0.09607708j],
          [ 0.01740036-0.09830533j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99376067-0.04972948j, -0.01949409-0.09791165j],
          [ 0.00962184-0.09936866j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
