,unitary
0,"Operator([[ 0.98599146-0.07408833j, -0.1267188 +0.07920923j],
          [ 0.13713276+0.05938318j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.98599146-0.07408833j,  0.0925797 -0.11730625j],
          [-0.10907015-0.10215409j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.98599146-0.07408833j,  0.14929172+0.00661353j],
          [-0.14662702+0.02884914j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.98599146-0.07408833j,  0.11124099+0.09978576j],
          [-0.09508007+0.11528892j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.98599146-0.07408833j, -0.01521226+0.14866184j],
          [ 0.03725719+0.14471924j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.98599146-0.07408833j, -0.05145589+0.14029985j],
          [ 0.07184424+0.13103496j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.98599146-0.07408833j, -0.12849582+0.07629272j],
          [ 0.13845399+0.05623386j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.98599146-0.07408833j, -0.14059116+0.05065452j],
          [ 0.14658219+0.02907605j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.98599146-0.07408833j, -0.14840164-0.01757007j],
          [ 0.14410962-0.03954964j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.98599146-0.07408833j, -0.12677094+0.07912575j],
          [ 0.13717184+0.05929285j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
