,unitary
0,"Operator([[ 0.95240675-0.13313589j,  0.18399642-0.20332618j],
          [-0.23269928-0.14507675j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.95240675-0.13313589j, 0.03796368+0.27157868j],
          [0.03796368+0.27157868j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j, -0.25480681+0.10133957j],
          [ 0.27282861+0.02758199j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j,  0.25868795-0.09097672j],
          [-0.27371928-0.0165521j ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j,  0.2712694 +0.04011397j],
          [-0.24987086+0.11296359j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[0.95240675-0.13313589j, 0.01758649+0.27365477j],
          [0.05812906+0.26798737j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j,  0.07630615+0.26338867j],
          [-0.00115487+0.27421686j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j, -0.24249403+0.12803462j],
          [ 0.26830812+0.05663015j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j, -0.25463414-0.10177266j],
          [ 0.21696527-0.16769702j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j,  0.02160019-0.27336724j],
          [-0.09573477-0.25696512j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
