,unitary
0,"Operator([[ 0.99230021-0.05518458j, -0.11088256-0.00012639j],
          [ 0.11018479-0.01242056j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.99230021-0.05518458j, -0.11076273-0.00515518j],
          [ 0.10950809-0.01740505j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.99230021-0.05518458j, -0.11040798-0.01024866j],
          [ 0.10859075-0.02242779j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.99230021-0.05518458j, -0.10980353-0.01543183j],
          [ 0.10741531-0.02751198j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99230021-0.05518458j, -0.10897628-0.0204726j ],
          [ 0.10603423-0.03242993j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99230021-0.05518458j, -0.10784384-0.02578106j],
          [ 0.10432015-0.03758009j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99230021-0.05518458j, -0.10645351-0.03102591j],
          [ 0.10235683-0.04263844j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99230021-0.05518458j, -0.10482624-0.03614438j],
          [ 0.10017205-0.0475449j ,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.99230021-0.05518458j, -0.102869  -0.04138751j],
          [ 0.0976455 -0.05253868j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99230021-0.05518458j, -0.1006951 -0.04642687j],
          [ 0.09492623-0.05730591j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
