,unitary
0,"Operator([[ 0.85030065-0.2171174j ,  0.45191116-0.16007859j],
          [-0.47333511+0.07617557j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.85030065-0.2171174j, 0.03584044+0.478084j ],
          [0.19775273+0.436741j , 0.85030065-0.2171174j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.85030065-0.2171174j ,  0.28071364+0.38864984j],
          [-0.06002073+0.47565361j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.85030065-0.2171174j , -0.1656712 +0.44989099j],
          [ 0.36107939+0.31538948j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.85030065-0.2171174j , -0.19232655+0.43915754j],
          [ 0.37932576+0.29319074j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.85030065-0.2171174j , -0.34469961-0.33321319j],
          [ 0.14275145-0.45767988j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.85030065-0.2171174j ,  0.05648933-0.47608592j],
          [-0.2778218 -0.39072227j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.85030065-0.2171174j ,  0.40913531+0.24991427j],
          [-0.23923474+0.41547032j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.85030065-0.2171174j ,  0.2599275 +0.40284804j],
          [-0.0349722 +0.4781483j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.85030065-0.2171174j , -0.05031432+0.47677806j],
          [ 0.27273454+0.39429014j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
