,unitary
0,"Operator([[ 0.98599146-0.07408833j, -0.145782  +0.03285368j],
          [ 0.14905462+0.01069938j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.98599146-0.07408833j, -0.13340126-0.06734879j],
          [ 0.12183883-0.08652777j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.98599146-0.07408833j, 0.01119736+0.14901803j],
          [0.01119736+0.14901803j, 0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.98599146-0.07408833j, 0.01119736+0.14901803j],
          [0.01119736+0.14901803j, 0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.98599146-0.07408833j, -0.14481449-0.03688522j],
          [ 0.13767632-0.05811185j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.98599146-0.07408833j, -0.14142481-0.04827814j],
          [ 0.13262217-0.06887029j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.98599146-0.07408833j, -0.14942245+0.00216506j],
          [ 0.14806814-0.02018866j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.98599146-0.07408833j, -0.14904634-0.01081408j],
          [ 0.14575667-0.03296585j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.98599146-0.07408833j, -0.14825866+0.01873835j],
          [ 0.1493941 -0.00362756j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.98599146-0.07408833j, -0.14410783-0.03955616j],
          [ 0.13657845-0.06064719j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
