unitary
"Operator([[ 0.96135264-0.1207989j , -0.21272258+0.12632428j],
          [ 0.23736268+0.06976875j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.22520255-0.10243306j],
          [ 0.1928592 -0.15496467j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.22968755-0.09193665j],
          [ 0.19980163-0.14590417j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.2336712 -0.08128033j],
          [-0.246516  -0.02094234j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.161184  -0.1876924j ],
          [-0.20260902-0.14197994j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.19879844+0.14726813j],
          [ 0.22905299+0.0935064j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.16463826+0.18466987j],
          [ 0.20520811+0.13819678j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.23578182-0.07493764j],
          [-0.24699181-0.01427466j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
