unitary
"Operator([[ 0.77168651-0.2493213j , -0.44806434-0.37626741j],
          [ 0.14321063-0.56730022j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j , -0.38214079+0.44306572j],
          [ 0.56913863+0.13572043j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j , -0.54208431-0.22018952j],
          [ 0.31077809-0.49573763j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j ,  0.54169953-0.22113443j],
          [-0.56868349+0.13761505j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j ,  0.20742601-0.5470953j ],
          [-0.48831882-0.32230972j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j , -0.56495957+0.15218247j],
          [ 0.54720292-0.20714193j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j ,  0.47519273+0.34136591j],
          [-0.18563152+0.55486914j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j , -0.55412433+0.18784315j],
          [ 0.55928091-0.17188277j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
