,unitary
0,"Operator([[ 0.95240675-0.13313589j, -0.00432489+0.27418518j],
          [ 0.07934597+0.26248892j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j,  0.05907759-0.26777987j],
          [-0.13024339-0.2413149j ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.95240675-0.13313589j, 0.0088205 +0.27407739j],
          [0.06667492+0.26598999j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.95240675-0.13313589j, 0.03796368+0.27157868j],
          [0.03796368+0.27157868j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j, -0.2663757 -0.06511685j],
          [ 0.23830848-0.13566609j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.95240675-0.13313589j,  0.18847697-0.19917994j],
          [-0.2358711 -0.1398608j ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j, -0.25992022+0.08739392j],
          [ 0.27392185+0.01276873j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j,  0.14312354+0.23390569j],
          [-0.07349576+0.26418666j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j, -0.27243402+0.03123978j],
          [ 0.27055741-0.04466439j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j, -0.22092146-0.16244976j],
          [ 0.16790606-0.21680353j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
