,unitary
0,"Operator([[ 0.9827211 -0.08208352j,  0.16399524-0.02504176j],
          [-0.16587712+0.00251141j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j,  0.16018537+0.04315293j],
          [-0.15080681+0.0691291j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.9827211 -0.08208352j, 0.01380868+0.16532044j],
          [0.01380868+0.16532044j, 0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j,  0.09463669-0.136255j  ],
          [-0.11592951-0.11866708j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j,  0.08093066+0.14481628j],
          [-0.05578476+0.15623568j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j, -0.13104494-0.10172881j],
          [ 0.11235266-0.12205903j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j,  0.15582115-0.05693239j],
          [-0.16310683-0.03029337j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j,  0.0645637 -0.15281706j],
          [-0.08902082-0.13998865j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j,  0.1365658 +0.09418763j],
          [-0.11904807+0.11553823j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j,  0.14154594-0.08652325j],
          [-0.15393844-0.0618424j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
