,unitary
0,"Operator([[ 0.95240675-0.13313589j, -0.25876542+0.09075612j],
          [ 0.2737333 +0.01631872j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j, -0.14515972-0.23264753j],
          [ 0.0757989 -0.26353509j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j, -0.03604826-0.27183955j],
          [-0.03987721-0.27130431j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j,  0.04190459-0.27099857j],
          [-0.1146113 -0.24911938j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j,  0.11159883-0.25048337j],
          [-0.17600831-0.21027909j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.95240675-0.13313589j, -0.08357183-0.26117421j],
          [ 0.00874928-0.27407968j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j,  0.12014081+0.24650031j],
          [-0.04794034+0.26999619j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j, -0.10388247-0.25378071j],
          [ 0.0303088 -0.27253916j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j, -0.15657021-0.2251266j ],
          [ 0.08883438-0.25943144j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j,  0.00876282-0.27407924j],
          [-0.08358474-0.26117008j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
