,unitary
0,"Operator([[ 0.94460909-0.1427637j , -0.15901131-0.24909355j],
          [ 0.07829713-0.28495921j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.94460909-0.1427637j ,  0.26805432-0.12441493j],
          [-0.2928492 -0.03964265j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.94460909-0.1427637j ,  0.26411105+0.13258035j],
          [-0.21313475+0.20470899j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.94460909-0.1427637j ,  0.20283652+0.21491751j],
          [-0.13026466+0.26526083j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.94460909-0.1427637j , -0.2159877 +0.20169657j],
          [ 0.26594634+0.12885937j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.94460909-0.1427637j , -0.13499082+0.26288719j],
          [ 0.20665013+0.21125321j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.94460909-0.1427637j , -0.2081314 -0.20979398j],
          [ 0.13683716-0.26193088j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.94460909-0.1427637j , -0.25612711-0.14741471j],
          [ 0.20112355-0.21652139j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.94460909-0.1427637j , -0.06457611-0.28837843j],
          [-0.02352974-0.29458198j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.94460909-0.1427637j , -0.14955855+0.25488121j],
          [ 0.21820129+0.19929975j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
