num_of_intervals,total_time,drift_parameter,taylor_truncate_len,init_seed,target_state_seed,final_cost
8.0,3.0,1.0,20.0,0.0,0.0,-0.3115384808792002
8.0,3.0,1.0,20.0,1.0,0.0,-0.24963539957843114
8.0,3.0,1.0,20.0,2.0,0.0,-0.20443177199088128
8.0,3.0,1.0,20.0,3.0,0.0,-0.23953990372741882
8.0,3.0,1.0,20.0,4.0,0.0,-0.36149365167300485
8.0,3.0,1.0,20.0,5.0,0.0,-0.4908663727649608
8.0,3.0,1.0,20.0,6.0,0.0,-0.2652622745221825
8.0,3.0,1.0,20.0,7.0,0.0,-0.3460427972286429
8.0,3.0,1.0,20.0,8.0,0.0,-0.21819930436127896
8.0,3.0,1.0,20.0,9.0,0.0,-0.39303293511147125
8.0,3.0,1.0,20.0,0.0,1.0,-0.28880386788069035
8.0,3.0,1.0,20.0,1.0,1.0,-0.46768869857905004
8.0,3.0,1.0,20.0,2.0,1.0,-0.5601210519590839
8.0,3.0,1.0,20.0,3.0,1.0,-0.3241929876856859
8.0,3.0,1.0,20.0,4.0,1.0,-0.3419288821565235
8.0,3.0,1.0,20.0,5.0,1.0,-0.40367578821160466
8.0,3.0,1.0,20.0,6.0,1.0,-0.5770244604354058
8.0,3.0,1.0,20.0,7.0,1.0,-0.36418359960273466
8.0,3.0,1.0,20.0,8.0,1.0,-0.34889731791636547
8.0,3.0,1.0,20.0,9.0,1.0,-0.17621244493791033
8.0,3.0,1.0,20.0,0.0,2.0,-0.144245180132919
8.0,3.0,1.0,20.0,1.0,2.0,-0.3458229035983574
8.0,3.0,1.0,20.0,2.0,2.0,-0.6362987575875741
8.0,3.0,1.0,20.0,3.0,2.0,-0.6355588927101895
8.0,3.0,1.0,20.0,4.0,2.0,-0.37604555567075115
8.0,3.0,1.0,20.0,5.0,2.0,-0.39335654443816603
8.0,3.0,1.0,20.0,6.0,2.0,-0.60877278448472
8.0,3.0,1.0,20.0,7.0,2.0,-0.3700133433228947
8.0,3.0,1.0,20.0,8.0,2.0,-0.4908402937930769
8.0,3.0,1.0,20.0,9.0,2.0,-0.26595076493871306
8.0,3.0,1.0,20.0,0.0,3.0,-0.3316669799810828
8.0,3.0,1.0,20.0,1.0,3.0,-0.22194548440082768
8.0,3.0,1.0,20.0,2.0,3.0,-0.3047705775899255
8.0,3.0,1.0,20.0,3.0,3.0,-0.2398603225902855
8.0,3.0,1.0,20.0,4.0,3.0,-0.4073167024186046
8.0,3.0,1.0,20.0,5.0,3.0,-0.34874228623259607
8.0,3.0,1.0,20.0,6.0,3.0,-0.3109850543123789
8.0,3.0,1.0,20.0,7.0,3.0,-0.2920013425584966
8.0,3.0,1.0,20.0,8.0,3.0,-0.2997728893229544
8.0,3.0,1.0,20.0,9.0,3.0,-0.4309481531486088
8.0,3.0,1.0,20.0,0.0,4.0,-0.30813316708258615
