unitary
"Operator([[ 0.94460909-0.1427637j , -0.22042986-0.19683208j],
          [ 0.15241683-0.25318235j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.22073511+0.19648971j],
          [ 0.26894298+0.1224821j ,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.26322301+0.13433481j],
          [-0.21176789+0.20612266j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.24739374+0.16164322j],
          [ 0.2841131 +0.08131382j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.08777898-0.28218264j],
          [-0.16724914-0.24363891j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.11399783-0.27264755j],
          [ 0.02833343-0.29415882j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.29403967-0.0295443j ],
          [ 0.27217589-0.11511941j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.06678389-0.28787516j],
          [-0.02127184-0.29475363j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.15594172-0.25102664j],
          [ 0.07479337-0.28589884j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.94460909-0.1427637j , 0.05278042+0.29076867j],
          [0.03550496+0.2933796j , 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
