unitary
"Operator([[ 0.85030065-0.2171174j , -0.34785547-0.32991729j],
          [ 0.14710112-0.45630046j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.42542962-0.22103956j],
          [-0.47932162+0.00998136j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.42769172+0.21663018j],
          [-0.27147676+0.39515721j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.2487163 +0.40986467j],
          [-0.0217695 +0.47893103j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.29648448+0.37675695j],
          [ 0.44081651+0.1884931j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.34276512+0.3352028j ],
          [ 0.46150948+0.12983778j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.4326654 -0.20651756j],
          [ 0.28068982-0.38866705j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.45210508-0.15953008j],
          [ 0.32027674-0.35675154j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.3312597 -0.34657735j],
          [ 0.1245497 -0.4629646j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.44024227+0.18983044j],
          [ 0.47735849-0.0444715j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
