,unitary
0,"Operator([[ 0.88064867-0.19898603j,  0.1256265 -0.41119394j],
          [-0.2902173 -0.3172324j ,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.88064867-0.19898603j, 0.09476141+0.41938377j],
          [0.09476141+0.41938377j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j,  0.19154277+0.38493356j],
          [-0.00742969+0.42989217j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.88064867-0.19898603j, -0.21503784+0.37231869j],
          [ 0.35422763+0.24369092j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.88064867-0.19898603j,  0.42658129-0.05376684j],
          [-0.40825618+0.13486797j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j, -0.14989762-0.40298037j],
          [-0.03792895-0.42828013j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j, -0.32674763+0.27946102j],
          [ 0.41516003+0.11182407j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.88064867-0.19898603j,  0.00779827-0.42988564j],
          [-0.19187273-0.38476919j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j, -0.25909991-0.34311764j],
          [ 0.08640266-0.4211853j ,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[0.88064867-0.19898603j, 0.10886895+0.41594474j],
          [0.08054579+0.42234447j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
